,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
10,2020-05-28,Obesity and COVID-19: an Italian snapshot,https://www.ncbi.nlm.nih.gov/pubmed/32463545/,Obesity,,,,,,,,OR: 2.06,0.19,22.44,0.55,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,92,"92 patients stayed at least one day in the COVID-19 medical ward from March 23 to April 11, 2020",,N,N
11,2020-05-28,"Diabetes is associated with increased risk for in-hospital mortality in patients with COVID-19: a systematic review and meta-analysis comprising 18,506 patients",http://medrxiv.org/cgi/content/short/2020.05.26.20113811v1?rss=1,MedRxiv,,,,,,,,OR=1.65,1.35,1.96,,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,18506,"Medline, Embase, Google Scholar, and medRxiv (the preprint server for health sciences) up to May 10, 2020",,N,N
12,2020-05-26,COVID-19: Impact of Obesity and Diabetes in Disease Severity,http://medrxiv.org/cgi/content/short/2020.05.24.20111724v1?rss=1,MedRxiv,AOR=5.49,3.13,9.65,<0.05,Significant,Adjusted,Extracted,,,,,,,,Age; Gender; Diabetes; Hypertension,Retrospective observational study,1158,Jaber Al-Ahmad Al-Sabah Hospital in Kuwait from 24 February to 7 April 2020.,,Y,N
13,2020-05-26,COVID-19: Impact of Obesity and Diabetes in Disease Severity,http://medrxiv.org/cgi/content/short/2020.05.24.20111724v1?rss=1,MedRxiv,OR=9.38,5.49,16.02,<0.05,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,1158,Jaber Al-Ahmad Al-Sabah Hospital in Kuwait from 24 February to 7 April 2020.,,Y,N
14,2020-05-26,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",http://medrxiv.org/cgi/content/short/2020.05.24.20111823v1?rss=1,MedRxiv,,,,,,,,AOR=1.6,1.3,2.1,,Significant,Adjusted,Extracted,Age; Sex,Retrospective observational study,9519,"Danish SARS-CoV-2 cohort from February 27th, 2020 to April 30th, 2020",,Y,N
15,2020-05-26,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",http://medrxiv.org/cgi/content/short/2020.05.24.20111823v1?rss=1,MedRxiv,OR 1.34,1.0,1.8,0.05,Significant,Not Adjusted,Calculated,OR=4.4,3.6,5.4,,Significant,Not Adjusted,Extracted,,Retrospective observational study,9519,"Danish SARS-CoV-2 cohort from February 27th, 2020 to April 30th, 2020",,Y,N
16,2020-05-26,Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-23,http://medrxiv.org/cgi/content/short/2020.05.22.20109355v1?rss=1,MedRxiv,OR 0.92,0.39,2.16,0.84,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,104,"consecutive patients admitted to Temple University Hospital in Philadelphia, Pennsylvania, from March 10, 2020, to April 24, 2020, for moderate to severe hypoxemia due to highly suspected or proven COVID-19 infection",,Y,N
17,2020-05-26,ICU and Ventilator Mortality Among Critically Ill Adults With Coronavirus Disease 2019,https://doi.org/10.1097/ccm.0000000000004457,Crit Care Med,,,,,,Diabetes,,OR 1.08,0.59,1.96,0.8,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217,"ICU of Emory Healthcare acute-care hospitals in Atlanta, Georgia from March 6, 2020, to April 17, 2025",,N,N
18,2020-05-26,"Association of age, sex, comorbidities, and clinical symptoms with the severity and mortality of COVID-19 cases: a meta-analysis with 85 studies and 67299 cases",http://medrxiv.org/cgi/content/short/2020.05.23.20110965v1?rss=1,MedRxiv,,,,,,,,OR=2.45,1.82,3.3,<0.05,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,"85 articles, 67299 cases","PubMed, ScienceDirect, and SAGE database from January 1, 2020, to May 17, 2020",,N,N
19,2020-05-25,Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7246302/,Int J Public Health,OR 2.72,0.7,10.6,,Not Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,Not reported out of 7 studies enrolling 2912 patients,"MEDLINE, EMBASE and Global Health",,Y,N
20,2020-05-25,Predictive symptoms and comorbidities for severe COVID-19 and intensive care unit admission: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7246302/,Int J Public Health,OR 3.12,1.0,9.75,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,Not reported out of 7 studies enrolling 2912 patients,"MEDLINE, EMBASE and Global Health",,N,N
21,2020-05-25,Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences,http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1,MedRxiv,,,,,,,,AHR=1.35,1.13,1.62,,Significant,Adjusted,Extracted,Age; Gender; Address; Clinical Severity,Retrospective observational study,18465,"Hubei Province as of February 27,2020 followed up to March 7, 2020",,N,N
22,2020-05-25,Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences,http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1,MedRxiv,,,,,,,,AHR=1.65,1.37,1.97,,Significant,Adjusted,Extracted,Age; Gender,Retrospective observational study,18465,"Hubei Province as of February 27,2020 followed up to March 7, 2020",,N,N
23,2020-05-25,Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences,http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1,MedRxiv,,,,,,,,AHR=1.66,1.39,1.99,,Significant,Adjusted,Extracted,Age,Retrospective observational study,18465,"Hubei Province as of February 27,2020 followed up to March 7, 2020",,N,N
24,2020-05-25,Association between comorbidities and the risk of death in patients with COVID-19: sex-specific differences,http://medrxiv.org/cgi/content/short/2020.05.22.20109579v1?rss=1,MedRxiv,,,,,,,,HR=3.25,2.71,3.89,,Significant,Not Adjusted,Extracted,,Retrospective observational study,18465,"Hubei Province as of February 27,2020 followed up to March 7, 2020",,N,N
25,2020-05-23,Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.,https://doi.org/10.1002/oby.22913,Obesity,,,,,,,,AOR 1.3,0.7,2.6,0.44,Not Significant,Adjusted,Extracted,"age decile, male sex, CAD, CHF, HTN, DM, hyperlipidemia, CKD, history of cancer, smoking (past or present), BMI 30 - 40 kg/m2, BMI  40 kg/m2 and race",Retrospective observational study,572,"Age < 50, New York City between March 1st and May 17th, 2020",,N,Y
26,2020-05-23,Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.,https://doi.org/10.1002/oby.22913,Obesity,,,,,,,,AOR 1.4,1.2,1.7,<0.01,Significant,Adjusted,Extracted,"age decile, male sex, CAD, CHF, HTN, DM, hyperlipidemia, CKD, history of cancer, smoking (past or present), BMI 30 - 40 kg/m2, BMI  40 kg/m2 and race",Retrospective observational study,2834,"Age > 50, New York City between March 1st and May 17th, 2020",,N,Y
27,2020-05-22,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study,https://doi.org/10.1136/bmj.m1966,BMJ,AOR=1.23,0.99,1.5,0.06,Not Significant,Adjusted,Extracted,AHR=1.01,0.85,1.21,0.87,Not Significant,Adjusted,Extracted,Vital signs; Laboratory results,Retrospective observational study,990,"NYU Langone Health between March 1, 2020 to April 8, 2020",,Y,N
28,2020-05-22,Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET),http://medrxiv.org/cgi/content/short/2020.05.18.20103390v1?rss=1,MedRxiv,RR 1.13,1.03,1.24,,Significant,Adjusted,Extracted,RR 1.19,1.01,1.4,,Significant,Adjusted,Extracted,"age, sex, race/ethnicity, smoker, hypertension, obesity, diabetes, chronic lung disease, cardiovascular disease, neurologic disease, renal disease, immunosuppression, hematologic disorders, and rheumatologic or autoimmune disease",Retrospective observational study,2490,"114 counties located in 14 states 113 (California, Colorado, Connecticut, Georgia, Iowa, Maryland, Michigan, Minnesota, New Mexico, New 114 York, Ohio, Oregon, Tennessee, and Utah)",,Y,N
29,2020-05-22,Interim Analysis of Risk Factors for Severe Outcomes among a Cohort of Hospitalized Adults Identified through the U.S. Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET),http://medrxiv.org/cgi/content/short/2020.05.18.20103390v1?rss=1,MedRxiv,RR 1.20,1.08,1.34,,Significant,Not Adjusted,Extracted,RR 1.44,1.2,1.72,,Significant,Not Adjusted,Extracted,,Retrospective observational study,2490,"113 counties located in 14 states 113 (California, Colorado, Connecticut, Georgia, Iowa, Maryland, Michigan, Minnesota, New Mexico, New 114 York, Ohio, Oregon, Tennessee, and Utah)",,Y,N
30,2020-05-22,Association of Diabetes Mellitus with Disease Severity and Prognosis in COVID-19: A Retrospective Cohort Study,https://doi.org/10.1016/j.diabres.2020.108227,Diabetes Res Clin Pract,,,,,,,,AHR=2.80,1.01,7.8,<0.05,Significant,Adjusted,Extracted,Age,Retrospective observational study,258,"West Court of Union Hospital of Huazhong University of Science and Technology from January 29 to February 12, 2020",,N,N
31,2020-05-22,Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.,https://doi.org/10.1136/bmj.m1985,BMJ,,,,,,,,HR=1.06,0.99,1.14,0.09,Not Significant,Adjusted,Extracted,Age; Sex: Major Comorbidity,Prospective observational study,20133,"208 acute care hospitals in England, Wales, and Scotland between 6 February and 19 April 2020",,N,N
32,2020-05-22,Predictors of mortality in hospitalized COVID-19 patients: A systematic review and meta-analysis.,https://doi.org/10.1002/jmv.26050,Journal of medical virology,,,,,,,,OR=1.97,1.67,2.31,<0.05,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,12 studies enrolling 4315 patients,"PubMed, Google scholar, Web of Science, and China National Knowledge Infrastructure (CNKI) between January 1, 2020 and April 24, 2020 without language restriction",,N,N
33,2020-05-20,COVID-19 in Liver Transplant Recipients: An Initial Experience from the U.S. Epicenter,https://www.sciencedirect.com/science/article/pii/S001650852034703X?v=s5,Gastroenterology,OR 1.40,0.28,7.02,0.68,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,38,"Liver transplant patients at Mount Sinai Hospital from March 18, 2020 to April 13, 2020",,N,N
34,2020-05-20,Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study,https://www.england.nhs.uk/wp-content/uploads/2020/05/valabhji-COVID-19-and-Diabetes-Paper-1.pdf,NHS England,,,,,,,,AOR 2.01,1.96,2.07,<0.01,Significant,Adjusted,Extracted,"age, sex, deprivation, ethnicity, region, heart disease, cerebrovascular disease, heart failure, diabetes",Retrospective observational study,61414470,"All individuals registered with a GP practice in England and alive on the 19th February; data extracted on May 11, 2020.",,N,N
35,2020-05-19,Risk factors for adverse clinical outcomes in patients with COVID-19: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.13.20100495v1?rss=1,MedRxiv,OR=2.06,0.77,5.5,0.15,Not Significant,Not Adjusted,Extracted,OR=1.89,1.07,3.36,<0.05,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,4 studies enrolling 407 patients,"PubMed from January 1 until April 19, 2020",,Y,N
36,2020-05-19,Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19,https://www.ncbi.nlm.nih.gov/pubmed/32423368/,Otolaryngol Head Neck Surg,OR 1.60,1.06,2.41,<0.05,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,486,"Ten hospitals in the Chicago metropolitan area from March 1, 2020 to April 8, 2020",,Y,N
37,2020-05-19,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://www.sciencedirect.com/science/article/pii/S0140673620311892,Lancet,,,,,,,,AHR=1.31,0.81,2.1,,Not Significant,Adjusted,Extracted,Age; Male sex; Symptom duration before hospital presentation; Hypertension; Chronic cardiac disease; COPD or interstitial lung disease; Diabetes; IL-6; D-dimer,Prospective observational study,257,"NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020",,N,N
38,2020-05-19,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://www.sciencedirect.com/science/article/pii/S0140673620311892,Lancet,,,,,,,,HR=1.65,1.11,2.44,,Significant,Not Adjusted,Extracted,,Prospective observational study,257,"NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020",,N,N
39,2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,AOR=1.26,0.58,2.73,0.56,Not Significant,Adjusted,Extracted,AOR=1.16,0.55,2.44,0.7,Not Significant,Adjusted,Extracted,Sex; Age (quartiles); BMI<25; BMI>35; Diabetes; Current/former smoker; Hyperlipidemia; Obstructive sleep apnea (additionally for mortality: Heart failure; CAD; CKD or ESRD; COPD),Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",,Y,N
40,2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,OR=1.95,0.98,3.88,0.06,Not Significant,Not Adjusted,Extracted,OR=1.76,0.91,3.4,0.09,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",,Y,N
41,2020-05-15,Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19,https://doi.org/10.1007/s11427-020-1732-2,Sci China Life Sci,,,,,,,,AHR=0.57,0.35,0.92,<0.05,Significant,Adjusted,Extracted,Hydroxychloroquine treated; Age; Gender; Hypertension; CHD; COPD; Diabetes; Body temperature; SpO2; Oxygen Therapy; Mechanical ventilation,Retrospective observational study,550,"Tongji Hospital from Feb 1, 2020 to Apr 4, 2020",,N,N
42,2020-05-15,Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19,https://doi.org/10.1007/s11427-020-1732-2,Sci China Life Sci,,,,,,,,HR=0.64,0.45,0.93,<0.05,Significant,Not Adjusted,Extracted,,Retrospective observational study,550,"Tongji Hospital from Feb 1, 2020 to Apr 4, 2020",,N,N
43,2020-05-15,Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France,https://www.sciencedirect.com/science/article/pii/S0040595720300949?v=s5,Therapies,OR 0.54,0.18,1.58,0.26,Not Significant,Not Adjusted,Calculated,,,,,,,,,Case series,96,"Toulouse University Hospital in France between March 10, 2020 and April 21, 2020",,Y,N
44,2020-05-14,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",https://doi.org/10.2337/dc20-0576,Diabetes care,OR 4.28,1.78,10.28,0,,,,,,,,,,,,Retrospective observational study,383,"Third People’s Hospital of Shenzhen, from 11 January 2020 to 16 February 2020 (followed until 26 March 2020)",,N,N
45,2020-05-14,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study",https://doi.org/10.2337/dc20-0598,Diabetes care,,,,,,,,OR 1.13,4.17,0.02,,Significant,Not Adjusted,Calculated,,Retrospective observational study,153,Renmin Hospital of Wuhan University and Zhongnan Hospital of Wuhan University from 1 January 2020 to 8 March 2020,,N,Y
46,2020-05-14,Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.,https://doi.org/10.2337/dc20-0660,Diabetes care,OR=2.21,1.5,3.26,,Significant,Not Adjusted,Extracted,OR=2.51,1.53,4.13,,Significant,Not Adjusted,Extracted,,Retrospective observational study,904,Central Hospital of Wuhan from 1 January 2020 to 17 March 2020,,N,Y
47,2020-05-14,Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico,http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1,MedRxiv,,,,,,,,OR 2.70,3.58,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,9946,"Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020",,N,N
48,2020-05-14,The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.10.20097253v1?rss=1,MedRxiv,,,,,,,,RR 1.37,0.85,2.2,,Not Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,12 studies,"PubMed (MEDLINE), OVID (MEDLINE, HEALTHSTAR), SCOPUS, and medrxiv.org from October 1, 2019 to May 1, 2023",,N,N
49,2020-05-14,Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy,https://www.ncbi.nlm.nih.gov/pubmed/32383763/,Eur Heart J,,,,,,,Diabetes,OR 3.47,1.02,11.82,0.05,Significant,Not Adjusted,Calculated,,Retrospective observational study,99,"Civil Hospitals of Brescia, Lombardy, Italy, between 4 March and 25 March 2020",,N,N
50,2020-05-13,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",https://www.ncbi.nlm.nih.gov/pubmed/32351037/,Transbound Emerg Dis,OR=1.1,0.3,3.6,0.88,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,333,"Center for Disease Control and Prevention in Shanghai as of February 19, 2020",,N,N
51,2020-05-12,Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.,https://doi.org/10.1001/jamainternmed.2020.2033,JAMA internal medicine,OR 4.26,2.71,6.69,0,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1590,"China National Health Commission between November 21, 2019 and January 31, 2020",,Y,N
52,2020-05-01,A report from the Brescia Renal COVID Task Force on the clinical characteristics and short-term outcome of hemodialysis Q1 patients with SARS-CoV-2 infection,http://doi.org/10.1016/j.kint.2020.04.030,Kidney International,OR 1.7,0.75,3.9,0.21,Not Significant,Not Adjusted,Extracted,OR 1.7,0.69,4.2,0.25,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,94,"Brescia Renal COVID Task Force from March 1, 2020 to April 3, 2020",,Y,N
53,2020-05-12,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study",https://www.ncbi.nlm.nih.gov/pubmed/32383809/,J Am Geriatr Soc,,,,,,,,OR 1.18,0.64,2.2,0.59,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,244,"Sino-French New City Branch of Tongji Hospital from Jan 29, 2020 to Mar 5, 2020",,N,Y
54,2020-05-11,Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea,http://medrxiv.org/cgi/content/short/2020.05.08.20095174v1?rss=1,MedRxiv,OR 3.92,3.04,5.06,0,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,5172,"The insurance claims database of the HIRA of South Korea through April 8, 2020",,Y,N
55,2020-05-11,Association of the insulin resistance marker TyG index with the severity and mortality of COVID-19,https://doi.org/10.1186/s12933-020-01035-2,Cardiovasc Diabetol,OR 2.64,1.27,5.68,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,151,"Tongji Hospital of Huazhong University of Science and Technology in Wuhan, China from Jan 12 2020, to Feb 13 2020",,N,N
56,2020-05-11,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pubmed/32391877/,Eur Heart J,,,,,,,,AHR=1.04,0.44,2.45,0.93,Not Significant,Adjusted,Extracted,Lab values,Retrospective observational study,671,"Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020",,N,N
57,2020-05-11,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pubmed/32391877/,Eur Heart J,,,,,,,,AHR=1.16,0.47,2.85,0.75,Not Significant,Adjusted,Extracted,Senior age; Lab values,Retrospective observational study,671,"Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020",,N,N
58,2020-05-10,COVID-19 in solid organ transplant recipients: Initial report from the US epicenter,https://www.ncbi.nlm.nih.gov/pubmed/32330343/,Am J Transplant,OR 1.44,0.58,3.55,0.43,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,90,"Columbia University Irving Medical Center (CUIMC) and Weill Cornell Medicine (WCM) between March 13, 2020 and April 3, 2020",,Y,N
59,2020-05-10,Age-adjusted associations between comorbidity and outcomes of COVID-19: a review of the evidence,http://medrxiv.org/cgi/content/short/2020.05.06.20093351v1?rss=1,MedRxiv,AHR=1.59,1.03,2.45,,Significant,Adjusted,Extracted,AHR=2.84,1.01,8.01,,Significant,Adjusted,Extracted,Severity: Age; Smoking: Fatality: Age; Other comorbidities; Clinical biomarkers,Expert review,"severity: 1590, fatality: 416","Pennington et al., Web of Science, Google Scholar, WHO, MEDLINE, CDC of the USA, Europe, and China",,Y,N
60,2020-05-10,COVID-19 in solid organ transplant recipients: Initial report from the US epicenter,https://www.ncbi.nlm.nih.gov/pubmed/32330343/,Am J Transplant,OR 1.44,0.58,3.55,0.43,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,90,"Columbia University Irving Medical Center (CUIMC) and Weill Cornell Medicine (WCM) between March 13, 2020 and April 3, 2020",,Y,N
61,2020-05-10,Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.,http://medrxiv.org/cgi/content/short/2020.05.05.20092015v1?rss=1,MedRxiv,,,,,,,,OR 1.02,2.61,0.04,,Significant,Not Adjusted,Calculated,,Retrospective observational study,441,"Parma, Northern Italy, from March 5 to March 31, 2024",,N,N
62,2020-05-07,Coronavirus disease 2019 (COVID-19) and cardiovascular risk: A meta-analysis,https://doi.org/10.1016/j.pcad.2020.05.001,Progress in Cardiovascular Disease,OR 3.02,2.07,4.42,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,11 studies,"MEDLINE, Embase, Cochrane Database of Systematic Reviews, Scopus, and Web of Science as well as preprint servers from December 2019 through April 10, 2020",,Y,N
63,2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,,,AHR 1.50,1.4,1.6,,Significant,Adjusted,Extracted,"age, gender, obesity, smoking status, diabetes, cancer, hematological malignancy, asthma, chronic respiratory disease, heart disease, hypertension, chronic liver disease, stroke or dementia, other neurological disease, reduced kidney function, organ transplant, spleen disease, rheumatoid arthritis/lupus/psoriasis, immunosuppression",Retrospective observational study,"17,425,445","TPP general practice in England from February 1 to April 25, 2020.",,N,N
