,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
10,2020-05-26,COVID-19: Impact of Obesity and Diabetes in Disease Severity,http://medrxiv.org/cgi/content/short/2020.05.24.20111724v1?rss=1,MedRxiv,AOR=3.58,1.45,8.8,<0.05,Significant,Adjusted,Extracted,,,,,,,,Age; Gender; BMI; Hypertension,Retrospective observational study,1158,Jaber Al-Ahmad Al-Sabah Hospital in Kuwait from 24 February to 7 April 2020.,,Y,N
11,2020-05-26,COVID-19: Impact of Obesity and Diabetes in Disease Severity,http://medrxiv.org/cgi/content/short/2020.05.24.20111724v1?rss=1,MedRxiv,OR=0.73,0.41,1.28,0.28,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,1158,Jaber Al-Ahmad Al-Sabah Hospital in Kuwait from 24 February to 7 April 2020.,,Y,N
12,2020-05-26,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",http://medrxiv.org/cgi/content/short/2020.05.24.20111823v1?rss=1,MedRxiv,,,,,,,,AOR=2.1,1.7,2.6,,Significant,Adjusted,Extracted,Age; Sex,Retrospective observational study,9519,"Danish SARS-CoV-2 cohort from February 27th, 2020 to April 30th, 2020",,Y,N
13,2020-05-26,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",http://medrxiv.org/cgi/content/short/2020.05.24.20111823v1?rss=1,MedRxiv,,,,,,,,AOR=2.1,1.7,2.7,,Significant,Adjusted,Extracted,Age; Sex; Number of comorbidities,Retrospective observational study,9519,"Danish SARS-CoV-2 cohort from February 27th, 2020 to April 30th, 2020",,Y,N
14,2020-05-26,"Characteristics and predictors of hospitalization and death in the first 9,519 cases with a positive RT-PCR test for SARS-CoV-2 in Denmark: A nationwide cohort",http://medrxiv.org/cgi/content/short/2020.05.24.20111823v1?rss=1,MedRxiv,OR 2.69,2.05,3.54,0,Significant,Not Adjusted,Calculated,OR=1.9,1.6,2.3,,Significant,Not Adjusted,Extracted,,Retrospective observational study,9519,"Danish SARS-CoV-2 cohort from February 27th, 2020 to April 30th, 2020",,Y,N
15,2020-05-26,Association between Cardiovascular Burden and Requirement of Intensive Care among Patients with Mild COVID-19,http://medrxiv.org/cgi/content/short/2020.05.25.20111757v1?rss=1,MedRxiv,AOR=0.96,0.45,2.06,0.92,Not Significant,Adjusted,Extracted,,,,,,,,Age; Sex; Chest tightness; Diabetes; Lung diseases; Platelet; Radiologic abnormality; Positice SARS-CoV-2 by RT-PCR,Retrospective observational study,332,"February 5, 2020, to March 10, 2020 (followed up through March 25, 2020)",,Y,N
16,2020-05-26,Association between Cardiovascular Burden and Requirement of Intensive Care among Patients with Mild COVID-19,http://medrxiv.org/cgi/content/short/2020.05.25.20111757v1?rss=1,MedRxiv,AOR=1.28,0.7,2.36,<0.05,Significant,Adjusted,Extracted,,,,,,,,Age; Sex,Retrospective observational study,332,"February 5, 2020, to March 10, 2020 (followed up through March 25, 2020)",,Y,N
17,2020-05-26,Association between Cardiovascular Burden and Requirement of Intensive Care among Patients with Mild COVID-19,http://medrxiv.org/cgi/content/short/2020.05.25.20111757v1?rss=1,MedRxiv,AOR=1.38,0.72,2.66,0.33,Not Significant,Adjusted,Extracted,,,,,,,,Age; Sex; Chest tightness; Diabetes; Lung diseases,Retrospective observational study,332,"February 5, 2020, to March 10, 2020 (followed up through March 25, 2020)",,Y,N
18,2020-05-26,Association between Cardiovascular Burden and Requirement of Intensive Care among Patients with Mild COVID-19,http://medrxiv.org/cgi/content/short/2020.05.25.20111757v1?rss=1,MedRxiv,OR=1.40,0.79,2.48,0.25,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,332,"February 5, 2020, to March 10, 2020 (followed up through March 25, 2020)",,Y,N
19,2020-05-26,Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-24,http://medrxiv.org/cgi/content/short/2020.05.22.20109355v1?rss=1,MedRxiv,OR 1.27,0.57,2.86,0.56,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,104,"consecutive patients admitted to Temple University Hospital in Philadelphia, Pennsylvania, from March 10, 2020, to April 24, 2020, for moderate to severe hypoxemia due to highly suspected or proven COVID-19 infection",,Y,N
20,2020-05-26,"Association of age, sex, comorbidities, and clinical symptoms with the severity and mortality of COVID-19 cases: a meta-analysis with 85 studies and 67299 cases",http://medrxiv.org/cgi/content/short/2020.05.23.20110965v1?rss=1,MedRxiv,,,,,,,,OR=2.26,1.79,2.86,<0.05,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,"85 articles, 67299 cases","PubMed, ScienceDirect, and SAGE database from January 1, 2020, to May 17, 2020",,N,N
21,2020-05-22,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study,https://doi.org/10.1136/bmj.m1966,BMJ,AOR=1.06,0.85,1.3,0.6,Not Significant,Adjusted,Extracted,AHR=0.92,0.77,1.11,0.39,Not Significant,Adjusted,Extracted,Vital signs; Laboratory results,Retrospective observational study,990,"NYU Langone Health between March 1, 2020 to April 8, 2020",,Y,N
22,2020-05-14,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China",https://doi.org/10.2337/dc20-0576,Diabetes care,OR 2.35,1.44,3.82,0,,,,,,,,,,,,Retrospective observational study,383,"Third People’s Hospital of Shenzhen, from 11 January 2020 to 16 February 2020 (followed until 26 March 2020)",,N,N
23,2020-05-14,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study",https://doi.org/10.2337/dc20-0598,Diabetes care,,,,,,,,OR 0.88,3.11,0.12,,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,153,Renmin Hospital of Wuhan University and Zhongnan Hospital of Wuhan University from 1 January 2020 to 8 March 2021,,N,Y
24,2020-05-14,Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico,http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1,MedRxiv,,,,,,,,OR 1.50,1.99,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,9946,"Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020",,N,N
25,2020-05-13,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",https://www.ncbi.nlm.nih.gov/pubmed/32351037/,Transbound Emerg Dis,OR 3.40,1.33,8.7,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,333,"Center for Disease Control and Prevention in Shanghai as of February 19, 2020",,N,N
26,2020-05-12,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study",https://www.ncbi.nlm.nih.gov/pubmed/32383809/,J Am Geriatr Soc,,,,,,,,OR 2.97,1.76,5.01,<0.05,Significant,Not Adjusted,Calculated,,Retrospective observational study,244,"Sino-French New City Branch of Tongji Hospital from Jan 29, 2020 to Mar 5, 2020",,N,Y
27,2020-05-12,Clinical characteristics of patients diagnosed with COVID-19 in Beijing,https://www.sciencedirect.com/science/article/pii/S2590053620300483?v=s5,Biosafety and Health,OR 2.13,0.63,7.16,0.22,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,45,"Beijing You'an Hospital from January 28, 2020 to February 23, 2020",,N,N
28,2020-05-12,"The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China",http://medrxiv.org/cgi/content/short/2020.05.07.20092882v1?rss=1,MedRxiv,,,,,,,,OR 0.51,5.99,0.38,,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,132,"Hubei Third People's Hospital from January 19, 2020 to March 7, 2022",,N,N
29,2020-05-11,Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea,http://medrxiv.org/cgi/content/short/2020.05.08.20095174v1?rss=1,MedRxiv,OR 1.40,1.11,1.78,0,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,5172,"The insurance claims database of the HIRA of South Korea through April 8, 2020",,Y,N
30,2020-05-11,Clinical Characteristics and Outcomes of Hospitalized and Critically Ill Children and Adolescents with Coronavirus Disease 2019 (COVID-19) at a Tertiary Care Medical Center in New York City,https://www.ncbi.nlm.nih.gov/pubmed/32407719/,J Pediatr,OR 0.70,0.18,2.66,0.6,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,46,"Children aged 1 month to 21 years admitted at the Hospital at Montefiore between March 15-April 13, 2020",,Y,N
31,2020-05-11,Association of the insulin resistance marker TyG index with the severity and mortality of COVID-19,https://doi.org/10.1186/s12933-020-01035-2,Cardiovasc Diabetol,OR 2.44,1.25,4.76,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,151,"Tongji Hospital of Huazhong University of Science and Technology in Wuhan, China from Jan 12 2020, to Feb 13 2020",,N,N
32,2020-05-11,Cardiac injuries in patients with coronavirus disease 2019: Not to be ignored,https://doi.org/10.1016/j.ijid.2020.05.024,Int J Infect Dis,,,,,,,,OR 0.41,3.11,0.81,,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,73,"Intensive care unit (ICU) of Wuhan Jinyintan Hospital from December 30, 2019 to February 16, 2020",,N,N
33,2020-05-11,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pubmed/32391877/,Eur Heart J,,,,,,,,AHR=0.78,0.33,1.86,0.57,Not Significant,Adjusted,Extracted,Senior age; Lab values,Retrospective observational study,671,"Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020",,N,N
34,2020-05-11,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pubmed/32391877/,Eur Heart J,,,,,,,,AHR=0.92,0.43,1.99,0.84,Not Significant,Adjusted,Extracted,Lab values,Retrospective observational study,671,"Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020",,N,N
35,2020-05-10,COVID-19 in solid organ transplant recipients: Initial report from the US epicenter,https://www.ncbi.nlm.nih.gov/pubmed/32330343/,Am J Transplant,OR 1.02,0.41,2.56,0.96,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,90,"Columbia University Irving Medical Center (CUIMC) and Weill Cornell Medicine (WCM) between March 13, 2020 and April 3, 2020",,Y,N
36,2020-05-10,Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.,http://medrxiv.org/cgi/content/short/2020.05.05.20092015v1?rss=1,MedRxiv,,,,,,,,OR 1.29,2.98,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,441,"Parma, Northern Italy, from March 5 to March 31, 2021",,N,N
37,2020-05-08,"Clinical findings of patients with coronavirus disease 2019 in Jiangsu province, China: A retrospective, multi-center study.",https://doi.org/10.1371/journal.pntd.0008280,PLoS neglected tropical diseases,OR=2.29,0.86,6.08,0.1,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,202,"Affiliated Hospital of Xuzhou Medical University [27 cases]; The Affiliated Hospital of Kangda College of Nanjing Medical University, The First People’s Hospital of Lianyungang [11 cases]; Infectious Disease Hospital of Suqian [11 cases]; Huai’an No. 4 People’s Hospital [41 cases]; Yancheng Second People’s Hospital [12 cases]; The Third People’s Hospital of Yangzhou [15 cases]; The Third People’s Hospital of Changzhou [28 cases] and The Affiliated Infectious Diseases Hospital of Soochow University [57 cases] from January 22, 2020 to February 10, 2020",,N,N
38,2020-05-01,Kidney Allograft Recipients Diagnosed with Coronavirus Disease-2019: A Single Center Report,http://doi.org/10.1101/2020.04.30.20086462,medrxiv,OR 4.43,1.23,15.9,0.02,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,54,"Weill Cornell Medicine (WCM) Fever Clinic or the NYP/WC Emergency Department (ED) from March 13, 2020 to April 20, 2020 and followed patients until April 25, 2020",,N,N
39,2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,,,AHR 1.99,1.88,2.1,,Significant,Adjusted,Extracted,"age, gender, obesity, smoking status, diabetes, cancer, hematological malignancy, asthma, chronic respiratory disease, heart disease, hypertension, chronic liver disease, stroke or dementia, other neurological disease, reduced kidney function, organ transplant, spleen disease, rheumatoid arthritis/lupus/psoriasis, immunosuppression",Retrospective observational study,17425445,"TPP general practice in England from February 1 to April 25, 2020.",,N,N
40,2020-05-01,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2021",http://doi.org/10.1101/2020.05.01.20087119,medrxiv,,,,,,,,OR 1.67,1.0,2.76,0.05,Significant,Not Adjusted,Extracted,,Retrospective observational study,279,"Parma 12 University Hospital, Parma, Italy from Mar 05, 2020 to Mar 15, 2020",,N,Y
41,2020-05-06,Correlation of coagulation parameters with clinical outcomes in Coronavirus-19 affected minorities in United States: Observational cohort,https://doi.org/10.1101/2020.05.01.20087932,MedRxiv,,,,,,,,AOR 2.02,0.79,5.18,0.14,Not Significant,Adjusted,Extracted,"Age, DDimer",Retrospective observational study,217,"Montefiore Medical Center/University Hospital for Albert Einstein College of Medicine, Moses Campus between March 20th to March 31st 2020",,N,Y
42,2020-05-06,Correlation of coagulation parameters with clinical outcomes in Coronavirus-19 affected minorities in United States: Observational cohort,https://doi.org/10.1101/2020.05.01.20087932,MedRxiv,,,,,,,,OR 1.76,0.98,3.23,0.06,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,217,"Montefiore Medical Center/University Hospital for Albert Einstein College of Medicine, Moses Campus between March 20th to March 31st 2020",,N,Y
43,2020-05-06,30-day mortality in patients hospitalized with COVID-19 during the first wave of the Italian epidemic: a prospective cohort study,https://doi.org/10.1101/2020.05.02.20088336,MedRxiv,,,,,,,,OR 2.24,1.02,4.91,0.04,Significant,Not Adjusted,Calculated,,Prospective observational study,233,"Luigi Sacco Hospital in Milan, Italy, between 21 February (the day the first patients were hospitalised) to 19 March 2020; the observation of the cohort was censored on 20 April 2020",,N,N
44,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.87,1.26,2.77,<0.05,Significant,Adjusted,Extracted,,,,,,,,"Age, Gender",Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
45,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 2.01,1.34,3.04,<0.05,Significant,Adjusted,Extracted,,,,,,,,"Age, Gender, African American race, Hispanic ethnicity, Obesity, Hypertension, Diabetes Mellitus, Elixhauser comorbidity score, Prior myocardial infarcion or heart failure, Prior COPD or asthma, ACE inhibitor use, Angiotensin receptor blocker use",Retrospective observational study,442,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
46,2020-05-05,Risk Factors of the Severity of COVID-19: A Meta-Analysis,https://doi.org/10.1101/2020.04.30.20086744,MedRxiv,RR=1.29,1.07,1.54,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,"10 Studies, 2272 Patients","PubMed, Google Scholar, EMBASE, and Cochrane Library from Apr 2, 2020 to Apr 18, 2020",,N,N
47,2020-05-04,Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes,https://doi.org/10.1101/2020.04.28.20075788,MedRxiv,,,,,,,,OR 0.98,1.36,0.09,,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,3273,Mount Sinai Health System from 2/24/2020 to 4/15/2020,,N,N
48,2020-05-03,COVID-19 Infections and Outcomes in a Live Registry of Heart Failure Patients Across an Integrated Health Care System Short COVID-19 Infection in Heart Failure Corresponding Author,doi.org/10.1101/2020.04.27.20082016,medrxiv,,,,,,,,OR 1.26,0.6,2.64,0.54,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,206,"Yale Heart Failure Registry (NCT04237701) on April 16th, 2020",,N,N
49,2020-05-02,Longitudinal association between markers of liver injury and mortality in COVIDâ€19 in China,https://doi.org/10.1002/hep.31301,Hepatology,OR 1.51,1.32,1.71,0,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,5771,"patients with COVID-19 were admitted to the following 10 hospitals that were designated to treat COVID-19 patients: Renmin Hospital of Wuhan University, Thunder Mountain Hospital, Wuhan Ninth Hospital, Huanggang Central Hospital, Zhongnan Hospital of  Wuhan  University,  Wuhan  Central  Hospital,  Wuhan  Third  Hospital,  Wuhan  Seventh  Hospital, Wuhan First Hospital, Central Hospital of Enshi Tujia and Miao Autonomous Prefecture from December 20, 2019 to March 8, 2020",,N,N
50,2020-05-02,Incidence of venous thromboembolism in hospitalized patients with COVID-20,https://www.ncbi.nlm.nih.gov/pubmed/32369666/,J. thromb. haemost,OR 2.42,1.26,4.62,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,198,"Amsterdam University Medical Centers, location Academic Medical Center, until April 12th, 2020",,Y,N
51,2020-05-01,Cohort profile: Preliminary experience of 500 COVID-19 postive cases at a South West London District General Hospital.,https://doi.org/10.1101/2020.04.28.20075119,MedRxiv,,,,,,,,OR 1.34,0.88,2.05,0.17,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,363,"District General Hospital in South West London, UK admitted between 10 January and 10 April 2020",,N,Y
52,2020-04-30,Characteristics of COVID-19 infection in Beijing,https://doi.org/10.1016/j.jinf.2020.02.018,Journal of Infection,OR: 1.48,0.78,2.81,0.23,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,262,"Patients transferred to referral centers by Beijing Emergency Medical Service (EMS) from Jan 20 to Feb 10, 2020",,N,N
53,2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=2.24,0.86,5.78,0.1,Not Significant,Adjusted,Extracted,,,,,,,,Age; Race; Gender,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",,Y,N
54,2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=2.40,0.87,6.64,0.09,Not Significant,Adjusted,Extracted,,,,,,,,Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",,Y,N
55,2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),OR=1.42,0.63,3.19,0.39,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,103,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",,Y,N
56,2020-04-29,"Clinical Characteristics and Short-Term Outcomes of Severe Patients with COVID-19 in Wuhan, China",doi.org/10.1101/2020.04.24.20078063,medrxiv,HR 0.77,0.31,1.94,0.58,Not Significant,Not Adjusted,Extracted,,,,,,,,,Prospective observational study,114,"Union Hospital from January 23, 2020 to February 22, 2020",,Y,N
57,2020-04-29,"Clinical Characteristics and Short-Term Outcomes of Severe Patients with COVID-19 in Wuhan, China",10.1101/2020.04.24.20078063,medrxiv,AHR 0.73,0.29,1.84,0.51,Not Significant,Adjusted,Extracted,,,,,,,,,Prospective observational study,114,"Union Hospital from January 23, 2020 to February 22, 2020",,Y,N
58,2020-04-29,"Key predictors of attending hospital with COVID19: An association study from the COVID Symptom Tracker App in 2,618,948 individuals",https://doi.org/10.1101/2020.04.25.20079251,medrxiv,OR 2.14,1.72,2.66,,,,,,,,,,,,,Retrospective observational study,2618948,"UK and US-based COVID Symptom Tracker App users (through April 21, 2020)",,Y,N
59,2020-04-29,Gender-Based Disparities in COVID-19: Clinical Characteristics and Propensity-matched Analysis of Outcomes,https://doi.org/10.1101/2020.04.24.20079046,medrxiv,RR 1.71,1.28,2.3,<0.01,Significant,Adjusted,Extracted,RR 1.44,1.24,1.67,<0.01,Significant,Adjusted,Extracted,"Age, race, nicotine use, confounding comorbidities",Retrospective observational study,13710 (10700 for propensity matching),"Population-based study using TriNetX COVID-19 Research Network which comprises of multiple healthcare organizations (HCOs) predominantly in the United States from Jan 20, 2020 to Apr 15, 2020",,Y,N
60,2020-04-29,Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection,https://doi.org/10.1101/2020.04.24.20078006,medrxiv,OR 2.01,1.38,2.92,<0.01,,,,,,,,,,,,Retrospective observational study,708,UK NHS hospital from 1st March to 5th April 2020,,Y,N
61,2020-04-29,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.",https://doi.org/10.1101/2020.04.24.20077875,medrxiv,AOR: 2.32,1.54,3.5,,Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,610,"14 hospitals in Zhejiang province, China between Jan 10 and Feb 28, 2020 and confirmed diagnosis of Covid-19 infection were included",,N,N
62,2020-04-28,"Clinical characteristics of 145 patients with corona virus disease 2019 (COVID-19) in Taizhou, Zhejiang, China",https://doi.org/10.1007/s15010-020-01432-5,Infection,OR 0.94,0.46,1.93,0.88,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,145,"Taizhou Public Health Medical Center, Zhejiang, China from Jan 1, 2020 to Mar 11, 2020",,N,N
