date,study,study_link,journal,severe,severe_lower_bound,severe_upper_bound,severe_p-value,severe_significant,fatality,fatality_lower_bound,fatality_upper_bound,fatality_p-value,fatality_significant,fatality_adjusted,fatality_calculated,multivariate_adjustment,study_type,sample_size,study_population,critical_only,discharged_vs._death?,key_word,Severe_number,Fatality_number,severe_outside_bounds,fatality_outside_bounds,context
2020-05-22,Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.,https://doi.org/10.1136/bmj.m1985,BMJ,,,,,,HR=1.33,1.19,1.49,<0.05,Significant,Adjusted,Extracted,Age; Sex: Major Comorbidity,Prospective observational study,20133,"208 acute care hospitals in England, Wales, and Scotland between 6 February and 19 April 2020",N,N,"['patients', 'hospital', 'care', 'data', 'study']",,1.33,0,0,"Date: 2020-05-22. Study: Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study.. Study Link: https://doi.org/10.1136/bmj.m1985. Journal: BMJ. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : HR=1.33. Fatality lower bound : 1.19. Fatality upper bound: 1.49. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age; Sex: Major Comorbidity. Study Type: Prospective observational study. Sample Size: 20133. Study Population: 208 acute care hospitals in England, Wales, and Scotland between 6 February and 19 April 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.33. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'hospital', 'care', 'data', 'study']. "
2020-05-22,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study,https://doi.org/10.1136/bmj.m1966,BMJ,AOR=0.94,0.73,1.2,0.65,Not Significant,AHR=1.01,0.82,1.25,0.94,Not Significant,Adjusted,Extracted,Vital signs; Laboratory results,Retrospective observational study,990,"NYU Langone Health between March 1, 2020 to April 8, 2020",Y,N,"['hospital', 'patients', 'illness', 'disease', 'critical']",0.94,1.01,0,0,"Date: 2020-05-22. Study: Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study. Study Link: https://doi.org/10.1136/bmj.m1966. Journal: BMJ. Severe: AOR=0.94. Severe Lower Bound: 0.73. Severe Upper Bound: 1.2. Severe p-value: 0.65. Severe Significant: Not Significant. Fatalyty : AHR=1.01. Fatality lower bound : 0.82. Fatality upper bound: 1.25. Fatality p-value: 0.94. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Vital signs; Laboratory results. Study Type: Retrospective observational study. Sample Size: 990. Study Population: NYU Langone Health between March 1, 2020 to April 8, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 0.94. Fatality_number: 1.01. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['hospital', 'patients', 'illness', 'disease', 'critical']. "
2020-05-22,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study,https://doi.org/10.1136/bmj.m1966,BMJ,AOR=1.11,0.85,1.5,0.44,Not Significant,AHR=1.08,0.87,1.36,0.48,Not Significant,Adjusted,Extracted,Vital signs; Laboratory results,Retrospective observational study,990,"NYU Langone Health between March 1, 2020 to April 8, 2020",Y,N,"['hospital', 'patients', 'illness', 'disease', 'critical']",1.11,1.08,0,0,"Date: 2020-05-22. Study: Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study. Study Link: https://doi.org/10.1136/bmj.m1966. Journal: BMJ. Severe: AOR=1.11. Severe Lower Bound: 0.85. Severe Upper Bound: 1.5. Severe p-value: 0.44. Severe Significant: Not Significant. Fatalyty : AHR=1.08. Fatality lower bound : 0.87. Fatality upper bound: 1.36. Fatality p-value: 0.48. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Vital signs; Laboratory results. Study Type: Retrospective observational study. Sample Size: 990. Study Population: NYU Langone Health between March 1, 2020 to April 8, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.11. Fatality_number: 1.08. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['hospital', 'patients', 'illness', 'disease', 'critical']. "
2020-05-22,Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study,https://doi.org/10.1136/bmj.m1966,BMJ,AOR=1.71,1.1,2.7,<0.05,Significant,AHR=1.45,0.99,2.13,0.05,Not Significant,Adjusted,Extracted,Vital signs; Laboratory results,Retrospective observational study,990,"NYU Langone Health between March 1, 2020 to April 8, 2020",Y,N,"['hospital', 'patients', 'illness', 'disease', 'critical']",1.71,1.45,0,0,"Date: 2020-05-22. Study: Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study. Study Link: https://doi.org/10.1136/bmj.m1966. Journal: BMJ. Severe: AOR=1.71. Severe Lower Bound: 1.1. Severe Upper Bound: 2.7. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : AHR=1.45. Fatality lower bound : 0.99. Fatality upper bound: 2.13. Fatality p-value: 0.05. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Vital signs; Laboratory results. Study Type: Retrospective observational study. Sample Size: 990. Study Population: NYU Langone Health between March 1, 2020 to April 8, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.71. Fatality_number: 1.45. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['hospital', 'patients', 'illness', 'disease', 'critical']. "
2020-05-19,Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19,https://www.ncbi.nlm.nih.gov/pubmed/32423368/,Otolaryngol Head Neck Surg,AOR=1.46,0.87,2.46,0.15,Not Significant,,,,,,,,Age; Sex; Race and Ethnicity; Hospital; BMI; Respiratory rate; Temperature; Oxygen Saturation; Pulse; Diabetes; Shortness of breath,Retrospective observational study,486,"Ten hospitals in the Chicago metropolitan area from March 1, 2020 to April 8, 2020",Y,N,"['patients', 'intubation', 'factors', 'age', 'intubated']",1.46,,0,0,"Date: 2020-05-19. Study: Factors Associated With Intubation and Prolonged Intubation in Hospitalized Patients With COVID-19. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32423368/. Journal: Otolaryngol Head Neck Surg. Severe: AOR=1.46. Severe Lower Bound: 0.87. Severe Upper Bound: 2.46. Severe p-value: 0.15. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Sex; Race and Ethnicity; Hospital; BMI; Respiratory rate; Temperature; Oxygen Saturation; Pulse; Diabetes; Shortness of breath. Study Type: Retrospective observational study. Sample Size: 486. Study Population: Ten hospitals in the Chicago metropolitan area from March 1, 2020 to April 8, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.46. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'intubation', 'factors', 'age', 'intubated']. "
2020-05-19,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://www.sciencedirect.com/science/article/pii/S0140673620311892,Lancet,,,,,,HR=0.76,0.4,1.47,,Not Significant,Not Adjusted,Extracted,,Prospective observational study,257,"NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020",N,N,[],,0.76,0,0,"Date: 2020-05-19. Study: Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study. Study Link: https://www.sciencedirect.com/science/article/pii/S0140673620311892. Journal: Lancet. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : HR=0.76. Fatality lower bound : 0.4. Fatality upper bound: 1.47. Fatality p-value: nan. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Prospective observational study. Sample Size: 257. Study Population: NewYork-Presbyterian hospitals Milstein Hospital and Allen Hospital from March 2, 2020 to April 1, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 0.76. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,AOR=3.19,1.42,7.17,<0.05,Significant,AOR=3.35,1.43,7.87,<0.05,Significant,Adjusted,Extracted,Age (quartiles); BMI<25; BMI>35,Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",Y,N,"['cases', 'clusters', 'transmission', 'community', 'covid']",3.19,3.35,0,0,"Date: 2020-05-16. Study: Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32422233/. Journal: Metabolism. Severe: AOR=3.19. Severe Lower Bound: 1.42. Severe Upper Bound: 7.17. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : AOR=3.35. Fatality lower bound : 1.43. Fatality upper bound: 7.87. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Age (quartiles); BMI<25; BMI>35. Study Type: Retrospective observational study. Sample Size: 200. Study Population: Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020). Critical Only: Y. Discharged vs Death: N.Severe_number: 3.19. Fatality_number: 3.35. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['cases', 'clusters', 'transmission', 'community', 'covid']. "
2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,AOR=3.87,1.47,10.18,<0.05,Significant,AOR=3.78,1.45,9.83,<0.05,Significant,Adjusted,Extracted,Sex; Age (quartiles); BMI<25; BMI>35 (additionally for mortality: Heart failure; CAD; CKD or ESRD; COPD; Diabetes; Current/former smoker),Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",Y,N,"['cases', 'clusters', 'transmission', 'community', 'covid']",3.87,3.78,0,0,"Date: 2020-05-16. Study: Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32422233/. Journal: Metabolism. Severe: AOR=3.87. Severe Lower Bound: 1.47. Severe Upper Bound: 10.18. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : AOR=3.78. Fatality lower bound : 1.45. Fatality upper bound: 9.83. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Sex; Age (quartiles); BMI<25; BMI>35 (additionally for mortality: Heart failure; CAD; CKD or ESRD; COPD; Diabetes; Current/former smoker). Study Type: Retrospective observational study. Sample Size: 200. Study Population: Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020). Critical Only: Y. Discharged vs Death: N.Severe_number: 3.87. Fatality_number: 3.78. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['cases', 'clusters', 'transmission', 'community', 'covid']. "
2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,AOR=4.06,1.72,9.57,<0.05,Significant,AOR=3.94,1.56,9.92,<0.05,Significant,Adjusted,Extracted,Sex; Age (quartiles); BMI<25; BMI>35 (additionally for mortality: Heart failure; CAD; CKD or ESRD; COPD),Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",Y,N,"['cases', 'clusters', 'transmission', 'community', 'covid']",4.06,3.94,0,0,"Date: 2020-05-16. Study: Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32422233/. Journal: Metabolism. Severe: AOR=4.06. Severe Lower Bound: 1.72. Severe Upper Bound: 9.57. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : AOR=3.94. Fatality lower bound : 1.56. Fatality upper bound: 9.92. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Sex; Age (quartiles); BMI<25; BMI>35 (additionally for mortality: Heart failure; CAD; CKD or ESRD; COPD). Study Type: Retrospective observational study. Sample Size: 200. Study Population: Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020). Critical Only: Y. Discharged vs Death: N.Severe_number: 4.06. Fatality_number: 3.94. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['cases', 'clusters', 'transmission', 'community', 'covid']. "
2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,OR=2.72,1.24,5.96,<0.05,Significant,OR=2.56,1.18,5.57,<0.05,Significant,Not Adjusted,Extracted,,Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",Y,N,"['cases', 'clusters', 'transmission', 'community', 'covid']",2.72,2.56,0,0,"Date: 2020-05-16. Study: Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32422233/. Journal: Metabolism. Severe: OR=2.72. Severe Lower Bound: 1.24. Severe Upper Bound: 5.96. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : OR=2.56. Fatality lower bound : 1.18. Fatality upper bound: 5.57. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 200. Study Population: Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020). Critical Only: Y. Discharged vs Death: N.Severe_number: 2.72. Fatality_number: 2.56. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['cases', 'clusters', 'transmission', 'community', 'covid']. "
2020-05-15,Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France,https://www.sciencedirect.com/science/article/pii/S0040595720300949?v=s5,Therapies,OR 2.55,0.92,7.06,0.07,Not Significant,,,,,,,,,Case series,96,"Toulouse University Hospital in France between March 10, 2020 and April 21, 2020",Y,N,[],2.55,,0,0,"Date: 2020-05-15. Study: Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France. Study Link: https://www.sciencedirect.com/science/article/pii/S0040595720300949?v=s5. Journal: Therapies. Severe: OR 2.55. Severe Lower Bound: 0.92. Severe Upper Bound: 7.06. Severe p-value: 0.07. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Case series. Sample Size: 96. Study Population: Toulouse University Hospital in France between March 10, 2020 and April 21, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.55. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-14,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China",https://doi.org/10.2337/dc20-0576,Diabetes care,OR 2.14,1.33,3.45,0,,,,,,,,,,Retrospective observational study,383,"Third People’s Hospital of Shenzhen, from 11 January 2020 to 16 February 2020 (followed until 26 March 2020)",N,N,[],2.14,,0,0,"Date: 2020-05-14. Study: Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China. Study Link: https://doi.org/10.2337/dc20-0576. Journal: Diabetes care. Severe: OR 2.14. Severe Lower Bound: 1.33. Severe Upper Bound: 3.45. Severe p-value: 0. Severe Significant: nan. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 383. Study Population: Third People’s Hospital of Shenzhen, from 11 January 2020 to 16 February 2020 (followed until 26 March 2020). Critical Only: N. Discharged vs Death: N.Severe_number: 2.14. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-14,Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico,http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1,MedRxiv,,,,,,OR 1.51,2.03,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,9946,"Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020",N,N,"['preprint', 'risk', 'obesity', 'hypertension', 'diabetes']",,1.51,0,1,"Date: 2020-05-14. Study: Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico. Study Link: http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.51. Fatality lower bound : 2.03. Fatality upper bound: 0.0. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 9946. Study Population: Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.51. Severe_outside_bounds: 0. Fatality_outside_bounds: 1. Key word: ['preprint', 'risk', 'obesity', 'hypertension', 'diabetes']. "
2020-05-14,Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy,https://www.ncbi.nlm.nih.gov/pubmed/32383763/,Eur Heart J,,,,,,OR 1.16,0.32,4.23,0.82,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,99,"Civil Hospitals of Brescia, Lombardy, Italy, between 4 March and 25 March 2020",N,N,"['patients', 'cardiac', 'disease', 'higher', 'without']",,1.16,0,0,"Date: 2020-05-14. Study: Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32383763/. Journal: Eur Heart J. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.16. Fatality lower bound : 0.32. Fatality upper bound: 4.23. Fatality p-value: 0.82. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 99. Study Population: Civil Hospitals of Brescia, Lombardy, Italy, between 4 March and 25 March 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.16. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'cardiac', 'disease', 'higher', 'without']. "
2020-05-13,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",https://www.ncbi.nlm.nih.gov/pubmed/32351037/,Transbound Emerg Dis,OR 1.83,0.81,4.12,0.14,Not Significant,,,,,,,,,Retrospective observational study,333,"Center for Disease Control and Prevention in Shanghai as of February 19, 2020",N,N,"['cases', 'confirmed', 'shanghai', 'onset', 'disease']",1.83,,0,0,"Date: 2020-05-13. Study: Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32351037/. Journal: Transbound Emerg Dis. Severe: OR 1.83. Severe Lower Bound: 0.81. Severe Upper Bound: 4.12. Severe p-value: 0.14. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 333. Study Population: Center for Disease Control and Prevention in Shanghai as of February 19, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 1.83. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['cases', 'confirmed', 'shanghai', 'onset', 'disease']. "
2020-05-08,"Clinical findings of patients with coronavirus disease 2019 in Jiangsu province, China: A retrospective, multi-center study.",https://doi.org/10.1371/journal.pntd.0008280,PLoS neglected tropical diseases,AOR=9.22,2.73,31.13,<0.05,Significant,,,,,,,,Obesity; Type 2 Diabetes,Retrospective observational study,202,"Affiliated Hospital of Xuzhou Medical University [27 cases]; The Affiliated Hospital of Kangda College of Nanjing Medical University, The First People’s Hospital of Lianyungang [11 cases]; Infectious Disease Hospital of Suqian [11 cases]; Huai’an No. 4 People’s Hospital [41 cases]; Yancheng Second People’s Hospital [12 cases]; The Third People’s Hospital of Yangzhou [15 cases]; The Third People’s Hospital of Changzhou [28 cases] and The Affiliated Infectious Diseases Hospital of Soochow University [57 cases] from January 22, 2020 to February 10, 2020",N,N,"['patients', 'china', 'severe', 'hospital', 'study']",9.22,,0,0,"Date: 2020-05-08. Study: Clinical findings of patients with coronavirus disease 2019 in Jiangsu province, China: A retrospective, multi-center study.. Study Link: https://doi.org/10.1371/journal.pntd.0008280. Journal: PLoS neglected tropical diseases. Severe: AOR=9.22. Severe Lower Bound: 2.73. Severe Upper Bound: 31.13. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Obesity; Type 2 Diabetes. Study Type: Retrospective observational study. Sample Size: 202. Study Population: Affiliated Hospital of Xuzhou Medical University [27 cases]; The Affiliated Hospital of Kangda College of Nanjing Medical University, The First People’s Hospital of Lianyungang [11 cases]; Infectious Disease Hospital of Suqian [11 cases]; Huai’an No. 4 People’s Hospital [41 cases]; Yancheng Second People’s Hospital [12 cases]; The Third People’s Hospital of Yangzhou [15 cases]; The Third People’s Hospital of Changzhou [28 cases] and The Affiliated Infectious Diseases Hospital of Soochow University [57 cases] from January 22, 2020 to February 10, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 9.22. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'china', 'severe', 'hospital', 'study']. "
2020-05-08,"Clinical findings of patients with coronavirus disease 2019 in Jiangsu province, China: A retrospective, multi-center study.",https://doi.org/10.1371/journal.pntd.0008280,PLoS neglected tropical diseases,OR=6.90,2.38,20.0,<0.05,Significant,,,,,,,,,Retrospective observational study,202,"Affiliated Hospital of Xuzhou Medical University [27 cases]; The Affiliated Hospital of Kangda College of Nanjing Medical University, The First People’s Hospital of Lianyungang [11 cases]; Infectious Disease Hospital of Suqian [11 cases]; Huai’an No. 4 People’s Hospital [41 cases]; Yancheng Second People’s Hospital [12 cases]; The Third People’s Hospital of Yangzhou [15 cases]; The Third People’s Hospital of Changzhou [28 cases] and The Affiliated Infectious Diseases Hospital of Soochow University [57 cases] from January 22, 2020 to February 10, 2020",N,N,"['patients', 'china', 'severe', 'hospital', 'study']",6.9,,0,0,"Date: 2020-05-08. Study: Clinical findings of patients with coronavirus disease 2019 in Jiangsu province, China: A retrospective, multi-center study.. Study Link: https://doi.org/10.1371/journal.pntd.0008280. Journal: PLoS neglected tropical diseases. Severe: OR=6.90. Severe Lower Bound: 2.38. Severe Upper Bound: 20.0. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 202. Study Population: Affiliated Hospital of Xuzhou Medical University [27 cases]; The Affiliated Hospital of Kangda College of Nanjing Medical University, The First People’s Hospital of Lianyungang [11 cases]; Infectious Disease Hospital of Suqian [11 cases]; Huai’an No. 4 People’s Hospital [41 cases]; Yancheng Second People’s Hospital [12 cases]; The Third People’s Hospital of Yangzhou [15 cases]; The Third People’s Hospital of Changzhou [28 cases] and The Affiliated Infectious Diseases Hospital of Soochow University [57 cases] from January 22, 2020 to February 10, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 6.9. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'china', 'severe', 'hospital', 'study']. "
2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,AHR 1.27,1.18,1.36,,Significant,Adjusted,Extracted,"age, gender, obesity, smoking status, diabetes, cancer, hematological malignancy, asthma, chronic respiratory disease, heart disease, hypertension, chronic liver disease, stroke or dementia, other neurological disease, reduced kidney function, organ transplant, spleen disease, rheumatoid arthritis/lupus/psoriasis, immunosuppression",Retrospective observational study,"17,425,445","TPP general practice in England from February 1 to April 25, 2020.",N,N,"['risk', 'covid', 'data', 'preprint', 'medrxiv']",,1.27,0,0,"Date: 2020-05-07. Study: OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.. Study Link: http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR 1.27. Fatality lower bound : 1.18. Fatality upper bound: 1.36. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: age, gender, obesity, smoking status, diabetes, cancer, hematological malignancy, asthma, chronic respiratory disease, heart disease, hypertension, chronic liver disease, stroke or dementia, other neurological disease, reduced kidney function, organ transplant, spleen disease, rheumatoid arthritis/lupus/psoriasis, immunosuppression. Study Type: Retrospective observational study. Sample Size: 17,425,445. Study Population: TPP general practice in England from February 1 to April 25, 2020.. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.27. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['risk', 'covid', 'data', 'preprint', 'medrxiv']. "
