,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
44,2020-05-14,Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico,http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1,MedRxiv,,,,,,,,OR 1.90,3.36,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,9946,"Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020",,N,N
45,2020-05-14,The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.10.20097253v1?rss=1,MedRxiv,,,,,,,,RR 2.35,1.44,3.84,,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,9 studies,"PubMed (MEDLINE), OVID (MEDLINE, HEALTHSTAR), SCOPUS, and medrxiv.org from October 1, 2019 to May 1, 2020",,N,N
46,2020-05-14,Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy,https://www.ncbi.nlm.nih.gov/pubmed/32383763/,Eur Heart J,,,,,,,Cardiovascular disease,OR 3.47,1.02,11.82,0.05,Significant,Not Adjusted,Calculated,,Retrospective observational study,99,"Civil Hospitals of Brescia, Lombardy, Italy, between 4 March and 25 March 2020",,N,N
47,2020-05-13,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",https://www.ncbi.nlm.nih.gov/pubmed/32351037/,Transbound Emerg Dis,OR=4.2,1.2,14.2,<0.05,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,333,"Center for Disease Control and Prevention in Shanghai as of February 19, 2020",,N,N
48,2020-05-13,Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.08.20095968v1?rss=1,MedRxiv,,,,,,,,OR=3.32,2.79,3.95,,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,36398,"Medline, Web of Science, Scopus, and CINAHL were searched, concluded on May 01, 2020",,N,N
49,2020-05-12,Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.,https://doi.org/10.1001/jamainternmed.2020.2033,JAMA internal medicine,OR 3.38,1.78,6.44,0,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1590,"China National Health Commission between November 21, 2019 and January 31, 2020",,Y,N
50,2020-05-12,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study",https://www.ncbi.nlm.nih.gov/pubmed/32383809/,J Am Geriatr Soc,,,,,,,,OR 1.43,0.69,2.94,0.34,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,244,"Sino-French New City Branch of Tongji Hospital from Jan 29, 2020 to Mar 5, 2020",,N,Y
51,2020-05-12,"The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China",http://medrxiv.org/cgi/content/short/2020.05.07.20092882v1?rss=1,MedRxiv,,,,,,,,OR 1.42,15.01,0.01,,Significant,Not Adjusted,Calculated,,Retrospective observational study,132,"Hubei Third People's Hospital from January 19, 2020 to March 7, 2021",,N,N
52,2020-05-11,Association of the insulin resistance marker TyG index with the severity and mortality of COVID-19,https://doi.org/10.1186/s12933-020-01035-2,Cardiovasc Diabetol,OR 1.99,0.7,5.66,0.2,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,151,"Tongji Hospital of Huazhong University of Science and Technology in Wuhan, China from Jan 12 2020, to Feb 13 2020",,N,N
53,2020-05-11,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pubmed/32391877/,Eur Heart J,,,,,,,,AHR=1.56,0.72,3.41,0.26,Not Significant,Adjusted,Extracted,Lab values,Retrospective observational study,671,"Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020",,N,N
54,2020-05-11,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pubmed/32391877/,Eur Heart J,,,,,,,,AHR=1.63,0.61,4.4,0.33,Not Significant,Adjusted,Extracted,Senior age; Lab values,Retrospective observational study,671,"Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020",,N,N
55,2020-05-10,Age-adjusted associations between comorbidity and outcomes of COVID-19: a review of the evidence,http://medrxiv.org/cgi/content/short/2020.05.06.20093351v1?rss=1,MedRxiv,,,,,,,,AHR=1.40,0.65,3.03,,Not Significant,Adjusted,Extracted,Age; Other comorbidities; Clinical biomarkers,Expert review,416,"Pennington et al., Web of Science, Google Scholar, WHO, MEDLINE, CDC of the USA, Europe, and China",,Y,N
56,2020-05-10,Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.,http://medrxiv.org/cgi/content/short/2020.05.05.20092015v1?rss=1,MedRxiv,,,,,,,,OR 1.33,3.91,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,441,"Parma, Northern Italy, from March 5 to March 31, 2022",,N,N
57,2020-05-07,Coronavirus disease 2019 (COVID-19) and cardiovascular risk: A meta-analysis,https://doi.org/10.1016/j.pcad.2020.05.001,Progress in Cardiovascular Disease,OR 8.89,4.04,19.54,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,10 studies,"MEDLINE, Embase, Cochrane Database of Systematic Reviews, Scopus, and Web of Science as well as preprint servers from December 2019 through April 10, 2020",,Y,N
58,2020-05-07,OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.,http://medrxiv.org/cgi/content/short/2020.05.06.20092999v1?rss=1,MedRxiv,,,,,,,,AHR 1.27,1.2,1.35,,Significant,Adjusted,Extracted,"age, gender, obesity, smoking status, diabetes, cancer, hematological malignancy, asthma, chronic respiratory disease, heart disease, hypertension, chronic liver disease, stroke or dementia, other neurological disease, reduced kidney function, organ transplant, spleen disease, rheumatoid arthritis/lupus/psoriasis, immunosuppression",Retrospective observational study,"17,425,445","TPP general practice in England from February 1 to April 25, 2020.",,N,N
59,2020-05-05,Clinical characteristics of 106 patients with neurological diseases and co-morbid coronavirus disease 2019: a retrospective study,http://medrxiv.org/cgi/content/short/2020.04.29.20085415v1?rss=1,MedRxiv,OR 0.73,0.31,1.74,0.48,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,106,"Huoshenshan Hospital from Feb 4, 2020 to Apr 14, 2020",,N,N
60,2020-05-03,Systematic investigations of COVID-19 in 283 cancer patients,http://medrxiv.org/cgi/content/short/2020.04.28.20083246v1?rss=1,MedRxiv,OR=2.84,1.33,6.07,<0.05,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,283,"Data of consecutive cancer patients admitted to 33 designated hospitals for COVID-19 in Hubei province, China from December 17, 2019 to March 18, 2020",,Y,N
61,2020-05-03,COVID-19 Infections and Outcomes in a Live Registry of Heart Failure Patients Across an Integrated Health Care System Short COVID-19 Infection in Heart Failure Corresponding Author,doi.org/10.1101/2020.04.27.20082016,medrxiv,,,,,,,,OR 2.39,1.14,5.05,0.02,Significant,Not Adjusted,Calculated,,Retrospective observational study,206,"Yale Heart Failure Registry (NCT04237701) on April 16th, 2020",,N,N
