,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
10,2020-05-10,COVID-19 in solid organ transplant recipients: Initial report from the US epicenter,https://www.ncbi.nlm.nih.gov/pubmed/32330343/,Am J Transplant,OR 1.22,0.49,3.03,0.67,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,90.0,"Columbia University Irving Medical Center (CUIMC) and Weill Cornell Medicine (WCM) between March 13, 2020 and April 3, 2020",,Y,N
11,2020-05-06,Correlation of coagulation parameters with clinical outcomes in Coronavirus-19 affected minorities in United States: Observational cohort,https://doi.org/10.1101/2020.05.01.20087932,MedRxiv,,,,,,,,OR 0.59,0.31,1.11,0.1,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,217.0,"Montefiore Medical Center/University Hospital for Albert Einstein College of Medicine, Moses Campus between March 20th to March 31st 2020",,N,Y
12,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.39,0.79,2.45,0.26,Not Significant,Adjusted,Extracted,,,,,,,,"Age, Gender, African American race, Hispanic ethnicity, Obesity, Hypertension, Diabetes Mellitus, Elixhauser comorbidity score, Prior myocardial infarcion or heart failure, Prior COPD or asthma, ACE inhibitor use, Angiotensin receptor blocker use",Retrospective observational study,442.0,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
13,2020-05-05,Pre-Existing Characteristics Associated with Covid-19 Illness Severity,https://doi.org/10.1101/2020.04.29.20084533,MedRxiv,AOR 1.54,0.91,2.6,0.11,Not Significant,Adjusted,Extracted,,,,,,,,"Age, Gender",Retrospective observational study,442.0,"Cedars-Sinai Health System includes Cedars-Sinai Medical Center (CSMC), Marina Del Rey Hospital (MDRH), and affiliated clinics from Feb 26, 2020 to Mar 21, 2020",,Y,N
14,2020-05-04,Analysis of hospitalized COVID-19 patients in the Mount Sinai Health System using electronic medical records (EMR) reveals important prognostic factors for improved clinical outcomes,http://medrxiv.org/cgi/content/short/2020.04.28.20075788v1?rss=1,MedRxiv,,,,,,,,OR 0.52,0.83,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,3273.0,Mount Sinai Health System from 2/24/2020 to 4/15/2020,,N,N
15,2020-05-01,"Cardiovascular Disease, Drug Therapy, and Mortality in Covid-19",https://www.ncbi.nlm.nih.gov/pubmed/32356626/,N Engl J Med,,,,,,,,OR 0.63,1.33,0.64,,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,8910.0,"169 hospitals located in 11 countries in Asia, Europe, and North America from Dec 20, 2019 to March 15, 2020",,N,N
16,2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=0.56,0.19,1.58,0.27,Not Significant,Adjusted,Extracted,,,,,,,,Age; Race; Gender; BMI; Diabetes; Hypertension; Heart disease; Lung disease,Retrospective observational study,103.0,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",,Y,N
17,2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),AOR=0.65,0.24,1.76,0.4,Not Significant,Adjusted,Extracted,,,,,,,,Age; Race; Gender,Retrospective observational study,103.0,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",,Y,N
18,2020-04-30,Association of Obesity with Disease Severity among Patients with COVIDâ€19,https://doi.org/10.1002/oby.22859,Obesity (Silver Spring),OR=0.57,0.23,1.45,0.24,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,103.0,"Rhode Island Hospital, The Miriam Hospital, or Newport Hospital, in Rhode Island, USA, between February 17th and April 5th, 2020",,Y,N
19,2020-04-27,Estimating Survival of Hospitalized COVID-19 Patients from Admission Information,http://doi.org/10.1101/2020.04.22.20075416,medrxiv,,,,,,,,OR 0.52,0.44,0.63,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,5233.0,"Northwell Health acute care hospitals on or after March 1, 2020, and were discharged or died before April 12, 2020. Clinical outcomes (i.e., discharges, mortality, and length of stay) were monitored until April 12, 2020, the final date of follow-up",,N,Y
20,2020-04-23,Clinical Characteristics of Hospitalized Covid-19 Patients in New York City,http://medrxiv.org/cgi/content/short/2020.04.19.20062117v1?rss=1,MedRxiv,,,,,,,,OR 0.65,0.47,0.91,<0.05,Significant,Not Adjusted,Calculated,,Retrospective observational study,2199.0,"Mount Sinai Hospital located in East Harlem, Manhattan; Mount Sinai Morningside located in Morningside Heights, Manhattan; Mount Sinai West located in Midtown and the West Side, Manhattan; Mount Sinai Brooklyn located in Midwood, Brooklyn; and Mount Sinai Queens located in Astoria, Queens from Feb 27, 2020 to Apr 2, 2020",,N,Y
21,2020-04-18,The COVID-19 Pandemic: a Call to Action to Identify and Address Racial and Ethnic Disparities,https://doi.org/10.1007/s40615-020-00756-0,J Racial Ethn Health Disparities,,,,,,,,OR 0.13,0.56,0.0,,Significant,Not Adjusted,Calculated,,Cross-sectional study,4914.0,"Connecticut surveillance through April 3, 2020",,N,N
22,2020-04-14,"Covid-19 Testing, Hospital Admission, and Intensive Care Among 2,026,227 United States Veterans Aged 54-75 Years",https://doi.org/10.1101/2020.04.09.20059964,MedRxiv,OR 0.87,0.41,1.84,0.71,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,585.0,"Veterans Administration Healthcare System from February 8, 2020 to March 30, 2020",,Y,N
